Report on the BioLiP file

Number of proteins without metal ligands: 24013
Ligand;Size;Num of occurrences
"MLK";4;1
"MLK";11;1
"MLM";11;1
"MLP";8;1
"MLT";11;1
"MLY";4;1
"MLY";7;1
"MLZ";5;2
"MLZ";6;1
"MLZ";7;1
"MMA";3;2
"MMA";4;1
"MMA";5;2
"MMA";6;1
"MMA";7;5
"MMA";8;1
"MMA";9;1
"MMG";13;1
"MMK";15;1
"MMM";13;1
"MMP";4;1
"MMP";6;1
"MMU";5;1
"MMU";6;1
"MMV";13;1
"MMV";14;1
"MMV";15;1
"MMW";12;1
"MMZ";3;1
"MN3";2;3
"MN3";3;6
"MN3";4;7
"MNA";2;1
"MNA";5;1
"MNA";6;1
"MNA";7;2
"MNA";11;1
"MNB";3;1
"MNB";4;1
"MNB";6;2
"MNH";12;1
"MNM";11;1
"MNO";7;1
"MO";2;5
"MO";3;2
"MO7";3;1
"MO7";5;1
"MO7";8;1
"MOA";10;3
"MOA";11;1
"MOA";15;1
"MOD";22;1
"MOE";2;1
"MOE";5;1
"MOH";4;1
"MOI";6;1
"MOI";8;1
"MOM";5;1
"MOM";8;1
"MOO";2;2
"MOO";3;3
"MOO";4;1
"MOO";5;1
"MOO";6;2
"MOO";7;2
"MOO";8;1
"MOO";12;3
"MOO";13;1
"MPA";15;1
"MPG";2;30
"MPG";3;22
"MPG";4;16
"MPG";5;13
"MPG";6;10
"MPG";7;4
"MPG";8;4
"MPG";9;2
"MPG";10;1
"MPG";11;2
"MPG";13;3
"MPG";15;4
"MPG";16;1
"MPG";17;1
"MPJ";10;1
"MPR";3;1
"MPR";6;1
"MPZ";11;1
"MQ7";2;1
"MQ7";5;1
"MQ7";7;5
"MQ7";8;1
"MQ7";10;1
"MQ7";14;1
"MQ8";2;3
"MQ8";4;1
"MQ8";6;1
"MQ8";13;2
"MQ8";15;2
"MQ9";2;8
"MQ9";3;7
"MQ9";4;3
"MQ9";5;4
"MQ9";6;3
"MQ9";7;2
"MQ9";9;2
"MQ9";10;2
"MQ9";11;1
"MQ9";12;2
"MQ9";13;2
"MQ9";14;1
"MQ9";15;1
"MQ9";18;1
"MQ9";19;1
"MQE";5;1
"MQE";8;1
"MQE";10;1
"MQG";12;1
"MQP";2;1
"MQP";21;1
"MQW";18;1
"MRC";18;1
"MRH";4;4
"MRI";13;1
"MRU";16;1
"MRY";4;1
"MRY";5;1
"MRY";8;2
"MRZ";7;1
"MSE";6;1
"MSK";12;1
"MSP";22;1
"MSS";19;2
"MSS";20;1
"MT2";7;1
"MTA";2;1
"MTA";9;3
"MTA";10;3
"MTA";11;2
"MTA";12;1
"MTA";15;4
"MTA";16;3
"MTA";17;1
"MTA";18;1
"MTA";19;3
"MTA";20;2
"MTA";22;1
"MTG";7;1
"MTL";15;1
"MTM";16;2
"MTN";2;4
"MTN";3;3
"MTN";4;2
"MTN";5;2
"MTQ";21;1
"MTV";22;1
"MTX";3;1
"MTX";5;1
"MTX";6;1
"MTX";8;1
"MTX";9;2
"MTX";10;1
"MTX";11;1
"MTX";12;3
"MTX";13;2
"MTX";14;2
"MTX";15;1
"MTX";16;3
"MTX";19;1
"MU5";17;1
"MU6";9;1
"MU7";20;1
"MUA";8;1
"MUB";2;1
"MUB";3;3
"MUB";4;1
"MUB";5;1
"MUB";6;1
"MUB";9;1
"MUC";14;1
"MUC";15;1
"MUJ";17;1
"MUN";2;2
"MUN";3;2
"MUN";4;4
"MUN";5;2
"MUN";6;1
"MUN";7;1
"MUR";11;1
"MUY";12;1
"MV4";15;1
"MVI";4;1
"MVL";6;1
"MVL";12;1
"MVL";13;1
"MVM";3;1
"MW5";14;1
"MXE";2;4
"MXE";3;3
"MXE";5;3
"MXE";7;1
"MXN";7;1
"MXN";8;1
"MXN";9;1
"MXP";9;1
"MXR";9;1
"MXR";13;1
"MY8";20;1
"MYA";25;1
"MYA";30;1
"MYA";33;1
"MYB";3;1
"MYB";6;1
"MYC";11;1
"MYC";12;1
"MYD";13;1
"MYO";8;1
"MYP";15;1
"MYR";2;1
"MYR";5;1
"MYR";6;1
"MYR";10;1
"MYR";12;1
"MYR";13;1
"MYR";14;1
"MYV";17;1
"MYZ";3;1
"MYZ";4;1
"MZK";11;1
"MZM";10;1
"MZR";15;1
"N07";2;1
"N07";5;1
"N09";4;1
"N09";6;1
"N15";17;1
"N17";16;1
"N1J";15;1
"N1L";7;1
"N1S";5;1
"N22";11;1
"N22";13;1
"N2F";10;1
"N2H";11;1
"N2P";6;1
"N2S";6;1
"N2W";6;1
"N32";17;1
"N32";18;1
"N37";27;1
"N3C";3;1
"N3C";16;1
"N3L";12;1
"N3Q";7;1
"N4M";21;1
"N4P";16;1
"N4P";17;1
"N4R";11;1
"N4R";12;1
"N4R";16;1
"N4X";11;1
"N4X";13;1
"N5J";9;1
"N5P";4;1
"N5P";6;1
"N5P";10;1
"N6C";6;1
"N6P";18;1
"N6W";10;1
"N70";5;1
"N72";18;1
"N7I";2;1
"N7I";14;1
"N7T";13;1
"N8J";9;1
"N9Y";15;1
"NA1";4;1
"NA7";17;2
"NA7";20;1
"NAD";2;25
"NAD";3;14
"NAD";4;20
"NAD";5;10
"NAD";6;4
"NAD";7;8
"NAD";8;6
"NAD";9;3
"NAD";10;4
"NAD";11;4
"NAD";12;1
"NAD";13;4
"NAD";14;14
"NAD";15;11
"NAD";16;16
"NAD";17;12
"NAD";18;14
"NAD";19;35
"NAD";20;42
"NAD";21;38
"NAD";22;49
"NAD";23;56
"NAD";24;43
"NAD";25;66
"NAD";26;54
"NAD";27;51
"NAD";28;37
"NAD";29;28
"NAD";30;12
"NAD";31;4
"NAD";32;1
"NAD";34;1
"NAG";3;1
"NAG";5;3
"NAG";6;2
"NAG";8;1
"NAG";9;1
"NAG";10;1
"NAG";11;1
"NAG";12;1
"NAG";13;1
"NAG";14;1
"NAI";2;1
"NAI";3;2
"NAI";4;1
"NAI";6;1
"NAI";8;1
"NAI";9;1
"NAI";12;2
"NAI";13;1
"NAI";14;3
"NAI";15;4
"NAI";16;2
"NAI";17;1
"NAI";18;2
"NAI";19;2
"NAI";20;9
"NAI";21;7
"NAI";22;10
"NAI";23;9
"NAI";24;9
"NAI";25;6
"NAI";26;8
"NAI";27;6
"NAI";28;2
"NAI";29;7
"NAI";30;1
"NAI";31;1
"NAJ";4;1
"NAJ";19;1
"NAJ";24;1
"NAJ";27;1
"NAP";2;3
"NAP";3;10
"NAP";4;2
"NAP";5;2
"NAP";6;4
"NAP";8;1
"NAP";9;2
"NAP";10;1
"NAP";11;3
"NAP";12;4
"NAP";13;5
"NAP";14;5
"NAP";15;7
"NAP";16;7
"NAP";17;9
"NAP";18;17
"NAP";19;24
"NAP";20;22
"NAP";21;31
"NAP";22;33
"NAP";23;24
"NAP";24;28
"NAP";25;38
"NAP";26;43
"NAP";27;40
"NAP";28;28
"NAP";29;32
"NAP";30;13
"NAP";31;7
"NAP";32;4
"NAR";7;1
"NAR";14;1
"NAR";16;2
"NAR";17;1
"NAX";20;1
"NAX";23;1
"NAY";15;1
"NBB";8;1
"NBB";9;2
"NBM";16;1
"NBO";8;1
"NBO";11;1
"NBU";4;1
"NBV";13;1
"NBZ";3;1
"NBZ";8;1
"NBZ";10;1
"NCA";2;1
"NCA";4;1
"NCA";6;1
"NCA";7;2
"NCA";8;4
"NCA";9;1
"NCA";10;1
"NCA";12;1
"NCC";4;1
"NCC";9;1
"NCN";6;1
"NCN";12;1
"NCN";14;1
"NCN";15;1
"NCT";3;1
"NCT";4;1
"NCT";6;1
"NCT";7;2
"NCT";9;1
"ND";4;1
"NDB";5;1
"NDB";9;1
"NDE";26;1
"NDP";2;3
"NDP";3;7
"NDP";7;1
"NDP";11;3
"NDP";13;3
"NDP";14;2
"NDP";15;6
"NDP";16;2
"NDP";17;4
"NDP";18;8
"NDP";19;14
"NDP";20;10
"NDP";21;18
"NDP";22;12
"NDP";23;15
"NDP";24;25
"NDP";25;26
"NDP";26;26
"NDP";27;17
"NDP";28;20
"NDP";29;15
"NDP";30;1
"NDP";31;1
"NDP";32;1
"NDS";2;1
"NDS";3;1
"NDS";5;2
"NDS";6;3
"NDX";38;1
"NE6";10;1
"NEA";13;1
"NEC";14;1
"NEC";17;1
"NEH";4;2
"NEH";5;1
"NEN";2;4
"NEN";4;1
"NEN";6;1
"NEQ";6;1
"NES";7;2
"NES";9;1
"NEU";8;3
"NEU";9;1
"NF3";4;1
"NF3";5;1
"NF5";3;1
"NF5";8;1
"NFA";2;1
"NFA";10;1
"NFE";13;1
"NFM";10;1
"NFQ";11;1
"NFU";9;1
"NFU";12;2
"NFU";13;2
"NFV";13;2
"NFZ";4;1
"NFZ";5;1
"NG6";6;1
"NG6";8;1
"NG6";16;1
"NGA";7;1
"NGC";7;2
"NGC";10;1
"NGC";12;1
"NGE";14;1
"NGF";18;1
"NGH";2;1
"NGH";13;1
"NGH";15;1
"NGK";13;1
"NGO";11;1
"NGO";12;1
"NGS";5;2
"NGS";9;1
"NGS";13;2
"NGS";17;1
"NGT";7;1
"NGT";8;2
"NGT";10;2
"NGT";11;1
"NGT";12;2
"NGV";12;1
"NGV";13;1
"NGW";10;1
"NGY";9;2
"NGY";17;1
"NH2";3;2
"NH3";4;2
"NH3";5;3
"NH3";6;1
"NH3";7;2
"NH4";4;2
"NH4";5;2
"NHE";4;2
"NHE";5;1
"NHE";6;3
"NHL";12;1
"NHM";28;1
"NHS";17;1
"NHW";32;1
"NHW";33;1
"NHX";12;1
"NHY";9;1
"NIA";14;1
"NIL";25;1
"NIO";2;1
"NIO";3;1
"NIO";4;2
"NIO";6;2
"NIO";8;2
"NIO";10;2
"NIO";12;1
"NIQ";10;1
"NJP";28;1
"NJS";26;1
"NJT";5;1
"NJT";6;1
"NJV";18;1
"NJV";19;1
"NK";3;1
"NK";10;1
"NK3";18;1
"NK4";18;1
"NKK";5;1
"NKN";9;1
"NKN";11;1
"NKO";7;1
"NKP";16;1
"NKY";17;1
"NLD";3;1
"NLG";6;1
"NLG";8;1
"NLG";9;1
"NLG";10;1
"NLG";11;3
"NLG";12;3
"NLG";14;1
"NLQ";9;1
"NLT";19;1
"NLX";12;1
"NM2";5;2
"NM2";11;1
"NM6";7;1
"NM9";8;1
"NME";4;1
"NMF";12;1
"NMG";7;1
"NMG";12;1
"NMM";7;1
"NMN";8;1
"NMN";9;2
"NMN";10;1
"NMN";11;1
"NMN";12;1
"NMN";15;1
"NMP";6;1
"NMY";14;1
"NMY";16;2
"NND";2;1
"NND";13;1
"NNM";19;1
"NNR";12;1
"NNV";5;1
"NNV";6;1
"NO";2;4
"NO";3;2
"NO";4;1
"NO2";2;2
"NO2";3;4
"NO2";5;2
"NO2";6;2
"NO3";2;1
"NO3";3;1
"NO3";4;3
"NO3";5;1
"NO3";6;3
"NO3";7;4
"NO3";8;1
"NO3";9;1
"NO4";12;1
"NO7";16;1
"NO8";8;1
"NOJ";8;1
"NOJ";11;3
"NOJ";12;1
"NON";4;2
"NOO";17;1
"NOS";8;1
"NOS";10;1
"NOS";14;2
"NOS";15;2
"NOS";17;1
"NOS";18;1
"NOV";3;1
"NOV";13;2
"NOV";14;2
"NOV";16;1
"NP";8;1
"NPA";7;1
"NPA";11;1
"NPE";9;1
"NPI";5;1
"NPO";2;2
"NPO";4;3
"NPO";6;1
"NPO";8;1
"NPO";9;1
"NPO";10;1
"NPO";13;1
"NPX";12;1
"NQ7";6;1
"NQ7";7;1
"NQM";15;1
"NR9";16;2
"NR9";17;1
"NRD";12;1
"NRF";13;1
"NRK";13;1
"NRM";14;1
"NRQ";16;1
"NS0";2;1
"NS0";3;1
"NS0";4;1
"NS0";5;1
"NS2";14;1
"NS5";14;1
"NSD";5;1
"NSG";10;1
"NSL";11;1
"NSN";9;1
"NSS";22;1
"NTD";15;1
"NTH";9;1
"NTJ";9;1
"NTM";8;1
"NTM";9;2
"NU2";12;1
"NU8";16;1
"NUC";14;1
"NUT";10;1
"NUY";2;1
"NV8";16;1
"NVA";5;1
"NVA";6;2
"NVA";7;1
"NVA";8;1
"NVA";10;1
"NVC";7;2
"NVC";16;1
"NVG";10;1
"NX5";12;1
"NXC";10;1
"NXL";3;1
"NXL";8;1
"NXL";9;3
"NXL";10;1
"NXL";11;2
"NXL";12;3
"NXL";13;3
"NXN";9;1
"NZ5";2;1
"NZM";18;1
"NZQ";30;1
"NZQ";31;1
"O";2;4
"O";3;9
"O";4;9
"O";5;6
"O";6;6
"O0J";6;1
"O18";10;1
"O1G";5;1
"O1G";16;1
"O1S";15;1
"O2S";9;1
"O31";18;1
"O31";20;1
"O31";21;1
"O34";2;1
"O34";8;1
"O37";14;1
"O3J";9;1
"O45";3;1
"O45";8;1
"O4B";2;1
"O4B";3;3
"O4B";4;7
"O4B";5;4
"O4B";7;2
"O4B";8;1
"O6D";10;1
"O6E";25;2
"O6F";17;1
"OA7";3;1
"OA7";4;1
"OA8";2;1
"OA9";25;1
"OAA";2;1
"OAA";3;1
"OAA";4;1
"OAA";5;1
"OAA";6;5
"OAA";7;4
"OAA";8;2
"OAA";9;1
"OAA";10;1
"OAA";11;1
"OAF";13;1
"OAF";14;1
"OAN";10;1
"OAN";11;1
"OAS";5;1
"OAX";13;1
"OBN";8;1
"OBP";13;1
"OBR";15;1
"OBV";6;1
"OBV";9;1
"OBZ";6;1
"OC9";5;1
"OCA";2;1
"OCA";5;1
"OCA";6;1
"OCA";7;4
"OCA";8;2
"OCA";11;1
"OCA";12;3
"OCB";19;1
"OCD";16;1
"OCD";18;1
"OCH";10;1
"OCP";16;1
"OCS";5;1
"OD5";5;1
"ODI";9;1
"ODJ";19;1
"ODN";5;1
"ODP";22;1
"OEG";8;1
"OEX";2;6
"OEX";7;2
"OEX";8;3
"OFE";2;2
"OFH";2;1
"OFH";14;1
"OFN";37;1
"OFR";10;1
"OGA";10;1
"OGA";12;1
"OH0";11;1
"OH6";23;1
"OHA";11;1
"OHB";6;1
"OHM";11;1
"OHN";19;1
"OHT";2;1
"OHT";5;1
"OHX";3;2
"OHX";4;2
"OHZ";16;1
"OIN";10;1
"OJC";17;1
"OJQ";4;1
"OJQ";13;1
"OK3";13;1
"OK8";18;1
"OKA";24;1
"OKV";14;1
"OLA";9;2
"OLA";10;2
"OLA";11;1
"OLN";11;1
"OLU";12;1
"OM4";12;1
"OMA";10;1
"OMA";11;1
"OMD";11;1
"OMN";15;1
"OMO";6;1
"OMP";13;1
"OMT";12;1
"ON7";18;1
"OND";15;1
"ONF";8;1
"ONH";9;1
"ONL";12;1
"ONM";5;1
"ONM";9;1
"ONM";10;1
"ONM";13;1
"ONM";16;1
"ONT";4;1
"ONW";8;1
"OO9";6;1
"OOA";3;1
"OOA";14;1
"OOG";11;1
"OOG";13;3
"OOW";5;1
"OOX";7;1
"OPE";2;1
"OPE";9;1
"OPE";10;2
"OPE";11;1
"OPE";12;1
"OPK";21;1
"OPV";8;1
"OPV";9;1
"OPY";11;1
"ORD";2;1
"ORD";11;1
"ORE";2;1
"ORE";12;1
"ORN";3;2
"ORN";4;2
"ORN";6;2
"ORN";9;1
"ORN";10;1
"ORN";12;2
"ORN";13;2
"ORO";7;1
"OS4";2;1
"OSA";16;1
"OSB";10;1
"OSB";15;1
"OSF";2;1
"OSM";4;1
"OSO";12;1
"OT2";2;1
"OT2";15;1
"OT8";16;1
"OTA";13;1
"OTG";10;1
"OTI";12;1
"OTP";2;1
"OTP";25;1
"OTP";30;1
"OTP";31;1
"OTP";35;1
"OTQ";12;1
"OTU";16;1
"OUO";10;1
"OV3";14;1
"OVA";11;1
"OWQ";14;1
"OXD";3;1
"OXD";4;1
"OXD";8;3
"OXE";10;1
"OXG";5;1
"OXG";6;1
"OXK";3;1
"OXK";22;1
"OXL";2;6
"OXL";4;3
"OXL";6;1
"OXL";7;6
"OXL";8;6
"OXL";9;2
"OXL";10;1
"OXL";11;3
"OXN";4;2
"OXN";6;1
"OXN";12;1
"OXN";14;1
"OXP";2;1
"OXP";3;1
"OXQ";9;2
"OXT";34;1
"OXW";13;1
"OXY";2;14
"OXY";3;19
"OXY";4;26
"OXY";5;8
"OXY";6;2
"OXY";7;3
"OXY";8;8
"OYA";2;1
"OYA";9;1
"OYK";9;1
"OYP";19;1
"OZ2";21;1
"OZ8";11;1
"OZF";10;1
"OZN";14;1
"P0D";17;1
"P0G";13;1
"P0G";17;1
"P0P";2;1
"P0P";13;1
"P0T";9;1
"P0T";10;1
"P16";18;1
"P18";10;1
"P1A";17;1
"P1A";20;2
"P1H";28;1
"P1T";16;1
"P1T";20;1
"P1Z";5;2
"P1Z";7;1
"P1Z";9;1
"P2D";7;1
"P2E";16;1
"P2E";17;1
"P2E";18;1
"P2H";13;1
"P2M";13;1
"P2Z";8;1
"P33";5;1
"P33";7;1
"P34";10;3
"P34";11;1
"P35";13;1
"P3A";3;2
"P3A";21;1
"P3B";16;1
"P3C";4;1
"P3H";2;2
"P3S";12;2
"P3S";14;1
"P3T";2;1
"P3T";14;1
"P3X";19;1
"P42";2;1
"P42";6;1
"P4B";2;1
"P4B";8;1
"P4K";3;1
"P4K";4;1
"P4K";6;1
"P4O";16;1
"P4P";9;2
"P4S";5;2
"P4Z";14;1
"P5A";22;1
"P5E";12;1
"P5F";30;1
"P5S";3;2
"P5S";4;1
"P5S";5;5
"P5S";6;1
"P5S";7;1
"P5S";8;1
"P5S";9;4
"P5S";11;1
"P5S";12;5
"P5S";14;2
"P5S";15;1
"P5S";16;1
"P5S";17;1
"P5V";16;1
"P66";19;1
"P6F";16;1
"P6F";17;1
"P6G";7;1
"P6L";2;1
"P6L";5;1
"P6L";6;2
"P6L";9;1
"P6L";25;1
"P6T";17;1
"P6W";12;1
"P7I";10;1
"P7I";11;1
"P7K";13;1
"P8E";2;4
"P8E";3;1
"P8E";4;6
"P8E";5;1
"P8E";6;2
"P8E";7;1
"P8X";12;1
"P9N";2;1
"P9N";5;1
"PA0";4;1
"PA1";2;1
"PA1";11;1
"PA5";12;1
"PA6";3;6
"PA6";4;2
"PA6";6;1
"PAB";2;1
"PAB";3;2
"PAB";4;1
"PAB";6;2
"PAB";7;1
"PAB";8;2
"PAB";9;1
"PAC";10;1
"PAE";4;1
"PAE";7;1
"PAF";7;1
"PAF";10;2
"PAF";11;1
"PAF";12;1
"PAJ";21;1
"PAL";2;2
"PAL";12;2
"PAL";13;1
"PAL";14;1
"PAM";2;1
"PAM";5;1
"PAM";6;1
"PAM";8;2
"PAM";11;1
"PAM";16;1
"PAM";18;1
"PAO";15;1
"PAP";5;2
"PAP";7;1
"PAP";11;1
"PAP";19;1
"PAR";3;1
"PAR";4;1
"PAR";13;1
"PAU";3;3
"PAU";4;2
"PAU";8;4
"PAU";9;2
"PAV";6;1
"PAV";12;5
"PAZ";13;1
"PB";2;2
"PB1";12;1
"PBC";6;1
"PBD";3;1
"PBD";10;2
"PBE";9;2
"PBE";10;1
"PBG";16;1
"PBP";7;1
"PBU";4;1
"PBU";6;1
"PBU";9;1
"PBU";10;1
"PBZ";6;1
"PBZ";10;1
"PBZ";11;2
"PBZ";12;2
"PC";2;4
"PC";3;3
"PC";4;2
"PC";5;1
"PC";6;2
"PC";7;1
"PC";8;4
"PC";10;1
"PC";11;2
"PC";12;1
"PC";13;2
"PC4";3;1
"PC4";4;2
"PCA";5;1
"PCA";8;3
"PCA";9;2
"PCA";10;1
"PCB";8;1
"PCD";2;1
"PCD";34;2
"PCG";2;1
"PCG";9;1
"PCG";10;1
"PCG";11;1
"PCG";12;1
"PCG";13;2
"PCG";16;1
"PCI";2;1
"PCI";3;1
"PCI";7;1
"PCI";8;1
"PCI";11;1
"PCJ";10;1
"PCJ";12;1
"PCL";3;1
"PCP";12;1
"PCP";13;1
"PCT";9;1
"PD";2;2
"PD";6;1
"PD2";9;1
"PD2";10;1
"PD2";11;1
"PD2";13;1
"PD8";18;1
"PDA";14;1
"PDA";20;1
"PDC";7;1
"PDD";21;1
"PDG";3;1
"PDG";12;1
"PDG";17;1
"PDM";6;1
"PDN";19;1
"PDO";2;5
"PDO";3;10
"PDO";4;5
"PDO";5;3
"PDO";6;1
"PDO";8;1
"PDO";9;1
"PDT";7;1
"PDX";2;1
"PDX";3;1
"PDX";6;1
"PE0";5;1
"PE0";9;1
"PE0";10;1
"PE1";4;1
"PE1";12;1
"PE3";6;1
"PE6";11;1
"PE7";2;1
"PEB";2;33
"PEB";3;41
"PEB";4;51
"PEB";5;29
"PEB";6;17
"PEB";7;15
"PEB";8;13
"PEB";9;7
"PEB";10;3
"PEB";11;4
"PEB";12;2
"PEB";13;7
"PEB";14;6
"PEB";15;3
"PEB";16;2
"PEB";17;1
"PEB";18;4
"PEB";19;5
"PEB";20;1
"PED";11;1
"PEO";3;3
"PEO";4;1
"PEP";5;1
"PEP";6;2
"PEP";7;3
"PEP";8;1
"PEP";9;2
"PEP";10;6
"PEP";11;4
"PEP";12;1
"PEP";14;1
"PER";5;1
"PF1";11;1
"PG3";12;1
"PG4";7;1
"PG9";10;1
"PGA";7;3
"PGA";8;2
"PGA";9;1
"PGA";11;4
"PGA";12;7
"PGA";13;1
"PGD";30;2
"PGE";2;1
"PGE";5;1
"PGE";7;1
"PGE";9;1
"PGH";3;1
"PGH";10;1
"PGH";12;1
"PGH";13;2
"PGH";14;2
"PGM";10;1
"PGM";13;1
"PGT";3;2
"PGT";5;3
"PGT";7;3
"PGT";8;1
"PGT";12;1
"PGT";14;1
"PGT";17;1
"PGU";2;1
"PGU";5;1
"PGU";12;1
"PGU";18;1
"PGW";2;9
"PGW";3;11
"PGW";4;13
"PGW";5;12
"PGW";6;13
"PGW";7;10
"PGW";8;10
"PGW";9;2
"PGW";10;1
"PGW";11;2
"PGW";12;2
"PGW";16;1
"PGW";18;1
"PGW";19;2
"PGW";22;1
"PH2";4;1
"PH2";5;1
"PH2";7;2
"PH2";8;3
"PH2";10;2
"PH5";6;1
"PHE";2;3
"PHE";3;4
"PHE";5;7
"PHE";6;3
"PHE";7;1
"PHE";8;5
"PHE";9;4
"PHE";10;3
"PHE";11;3
"PHE";12;2
"PHE";13;4
"PHE";14;1
"PHE";15;1
"PHG";6;1
"PHK";10;1
"PHN";7;1
"PHO";5;3
"PHO";6;3
"PHO";7;9
"PHO";8;1
"PHO";9;1
"PHO";10;1
"PHO";12;1
"PHO";13;1
"PHO";14;1
"PHO";15;2
"PHO";16;3
"PHO";17;2
"PHO";18;1
"PHO";19;2
"PHO";20;1
"PHO";21;1
"PHT";8;1
"PHT";12;1
"PHU";10;1
"PHX";10;1
"PHY";11;1
"PHY";12;1
"PIB";6;1
"PIB";7;1
"PIB";8;1
"PIB";9;1
"PIB";11;1
"PID";3;1
"PID";9;1
"PID";11;1
"PID";12;2
"PID";13;2
"PID";14;1
"PID";15;3
"PID";20;2
"PID";22;2
"PIE";6;1
"PIE";11;1
"PIE";16;1
"PIE";17;1
"PIF";16;1
"PIF";20;1
"PIH";2;1
"PIK";4;2
"PIK";8;1
"PIK";13;1
"PIK";14;2
"PIM";3;1
"PIM";4;1
"PIM";7;1
"PIM";8;1
"PIN";2;3
"PIN";3;1
"PIN";4;1
"PIN";5;3
"PIN";6;2
"PIN";10;1
"PIN";14;1
"PIO";2;3
"PIO";3;3
"PIO";4;3
"PIO";5;3
"PIO";6;5
"PIO";7;1
"PIO";8;3
"PIO";10;1
"PIO";11;1
"PIO";12;2
"PIO";13;1
"PIO";14;1
"PIO";16;1
"PIR";16;1
"PIS";7;1
"PIS";8;2
"PIS";10;2
"PIT";5;1
"PIW";5;1
"PIZ";21;1
"PIZ";22;1
"PJ5";11;1
"PJA";2;1
"PJL";7;1
"PJT";19;1
"PJZ";17;1
"PKA";13;1
"PKZ";4;1
"PKZ";5;1
"PKZ";7;1
"PKZ";14;1
"PKZ";16;1
"PKZ";17;1
"PKZ";20;1
"PKZ";26;1
"PL3";12;1
"PL3";16;1
"PL6";2;1
"PL6";15;1
"PLA";3;1
"PLA";4;1
"PLG";4;5
"PLG";5;1
"PLG";13;1
"PLG";14;1
"PLG";15;4
"PLG";16;2
"PLL";3;1
"PLM";4;1
"PLM";5;1
"PLM";7;2
"PLM";9;2
"PLM";10;5
"PLM";11;1
"PLM";12;1
"PLM";13;1
"PLM";14;1
"PLM";15;3
"PLM";16;1
"PLO";9;1
"PLP";2;88
"PLP";3;30
"PLP";4;4
"PLP";5;1
"PLP";6;1
"PLP";8;1
"PLP";9;16
"PLP";10;38
"PLP";11;57
"PLP";12;84
"PLP";13;69
"PLP";14;33
"PLP";15;25
"PLP";16;11
"PLP";17;6
"PLP";18;1
"PLR";2;4
"PLR";10;4
"PLR";11;3
"PLR";13;1
"PLR";14;1
"PLS";5;2
"PLS";14;1
"PLS";15;1
"PLS";16;1
"PLV";25;1
"PLX";2;19
"PLX";3;10
"PLX";4;15
"PLX";5;8
"PLX";6;9
"PLX";7;5
"PLX";8;4
"PLX";9;3
"PLX";10;3
"PLX";11;1
"PLZ";2;1
"PLZ";12;1
"PLZ";13;1
"PM4";15;1
"PM6";4;1
"PM6";7;1
"PM7";4;1
"PM7";11;1
"PM7";14;1
"PM8";2;1
"PM8";3;1
"PM8";10;1
"PM8";11;1
"PM8";13;1
"PMB";6;2
"PME";3;1
"PME";5;1
"PMF";12;1
"PML";8;1
"PML";10;1
"PMM";11;4
"PMM";12;1
"PMP";2;13
"PMP";3;3
"PMP";9;2
"PMP";10;1
"PMP";11;3
"PMP";12;17
"PMP";13;7
"PMP";14;4
"PMP";15;3
"PMR";7;1
"PMR";10;1
"PMR";12;1
"PMR";15;1
"PMT";27;1
"PMV";4;1
"PMV";12;1
"PN1";15;1
"PN7";6;1
"PN7";15;1
"PNB";7;1
"PNE";7;1
"PNG";11;1
"PNH";7;1
"PNM";8;1
"PNM";11;1
"PNM";12;2
"PNM";13;1
"PNN";10;1
"PNP";4;1
"PNP";8;1
"PNS";2;17
"PNS";3;8
"PNS";4;5
"PNS";5;3
"PNS";6;3
"PNS";7;1
"PNS";8;2
"PNS";9;2
"PNS";10;3
"PNS";11;3
"PNS";12;4
"PNS";13;2
"PNS";14;1
"PNS";16;2
"PNS";17;1
"PNV";2;1
"PNV";10;1
"PNX";9;1
"PNX";12;1
"PO2";5;1
"PO3";2;5
"PO3";3;2
"PO3";4;5
"PO3";6;1
"PO3";7;2
"PO3";8;1
"PO3";9;1
"PO4";2;46
"PO4";3;80
"PO4";4;92
"PO4";5;93
"PO4";6;86
"PO4";7;60
"PO4";8;35
"PO4";9;15
"PO4";10;5
"PO4";11;4
"PO9";24;1
"POG";3;2
"POG";4;1
"POG";5;2
"POG";6;1
"POG";7;2
"POG";8;2
"POG";12;2
"POG";13;1
"POG";15;1
"POG";16;1
"POL";2;4
"POL";3;9
"POL";4;2
"POL";5;5
"POL";6;4
"POL";7;1
"POL";9;1
"POP";2;5
"POP";3;9
"POP";4;7
"POP";5;6
"POP";6;10
"POP";7;11
"POP";8;9
"POP";9;8
"POP";10;4
"POP";11;1
"PP1";15;1
"PP9";18;1
"PP9";22;1
"PP9";24;1
"PPF";8;1
"PPG";18;1
"PPJ";2;1
"PPJ";17;1
"PPK";6;2
"PPQ";3;1
"PPQ";7;1
"PPQ";12;1
"PPR";11;1
"PPS";15;1
"PPS";22;1
"PPV";3;1
"PPV";4;2
"PPV";5;1
"PPV";6;2
"PPV";7;1
"PPV";8;2
"PPV";9;2
"PPY";8;2
"PPY";9;2
"PPY";12;1
"PPY";14;1
"PPY";15;1
"PQ5";12;1
"PQ7";11;1
"PQE";11;2
"PQE";13;2
"PQJ";6;2
"PQJ";7;1
"PQJ";8;2
"PQJ";10;1
"PQN";3;1
"PQN";7;3
"PQN";8;1
"PQN";9;18
"PQN";10;12
"PQN";11;3
"PQQ";3;1
"PQQ";13;2
